ONT_only_chromosome,ONT_only_start,ONT_only_end,ONT_only_strand,ONT_only_gene_id,ONT_only_transcript_id,ONT_only_gene_name,ONT_only_transcript_type,ONT_only_v43_tx_len,ONT_only_v43_exon_count,ONT_only_v43_cds_len,ONT_only_FPKM,ONT_only_testis_1,ONT_only_testis_2,ONT_only_brain,ONT_only_Tx_FPKM,ONT_only_Gene_FPKM,ONT_only_Tx%,ONT_only_Tx_count,ONT_only_Rank,ONT_only_Ref_Tx,ONT_only_MANE_tx,ONT_only_MANE_match,ONT_only_V8_gene_id,ONT_only_V8_transcript_id,ONT_only_V8_gene_id_by_V8Tx
3,101649439,101676347,-,ENSG00000066422,ENST00000688910,ZBTB11,protein_coding,5638,4,2760,,0,1.514076,0,0.504692,4.914869333,10.26867584,15,3,0,ENST00000312938,0,ENSG00000066422,,
3,101649455,101656957,-,ENSG00000066422,ENST00000704113,ZBTB11,retained_intron,6583,5,,,0,1.466674,0,0.488891333,4.914869333,9.94718883,15,4,0,ENST00000312938,0,ENSG00000066422,,
3,101668972,101677132,-,ENSG00000066422,ENST00000704116,ZBTB11,retained_intron,3154,5,,,0,0,0.900329,0.300109667,4.914869333,6.106157587,15,6,0,ENST00000312938,0,ENSG00000066422,,
14,92058552,92106582,-,ENSG00000066427,ENST00000644486,ATXN3,protein_coding,6884,4,1086,,2.112582,0,0,0.704194,1.601698,43.96546665,54,1,1,ENST00000644486,1,ENSG00000066427,,
6,126177193,126202209,+,ENSG00000066651,ENST00000444229,TRMT11,protein_coding_CDS_not_defined,583,3,,,0.474297,0.362273,0,0.278856667,7.790206333,3.579579985,12,2,0,ENST00000334379,0,ENSG00000066651,,
10,3067502,3136796,+,ENSG00000067057,ENST00000699222,PFKP,protein_coding,2819,4,2508,,25.773142,17.477036,0,14.416726,69.87303733,20.63274555,17,2,0,ENST00000381125,0,ENSG00000067057,,
3,49359139,49411645,-,ENSG00000067560,ENST00000679208,RHOA,protein_coding,1971,4,582,,15.413419,19.16573,2.742656,12.44060167,158.4376697,7.85204787,11,2,0,ENST00000418115,0,ENSG00000067560,,
3,49359139,49412000,-,ENSG00000067560,ENST00000676712,RHOA,protein_coding,1582,4,330,,0.759932,2.153804,1.639064,1.5176,158.4376697,0.957853018,11,3,0,ENST00000418115,0,ENSG00000067560,,
16,67028984,67101035,+,ENSG00000067955,ENST00000651988,CBFB,protein_coding_CDS_not_defined,2818,5,,,0.134032,0,0,0.044677333,7.147804333,0.625049753,13,2,0,ENST00000412916,0,ENSG00000067955,,
X,24465286,24540858,+,ENSG00000067992,ENST00000568479,PDK3,protein_coding,12720,3,1248,,13.049605,0,0,4.349868333,9.760482667,44.56611913,6,1,1,ENST00000379162,0,ENSG00000067992,,
X,24524183,24535492,+,ENSG00000067992,ENST00000688551,PDK3,retained_intron,3983,4,,,0.676489,0.646273,0.438886,0.587216,9.760482667,6.016259852,6,4,0,ENST00000379162,0,ENSG00000067992,,
X,24525397,24539793,+,ENSG00000067992,ENST00000688031,PDK3,retained_intron,2005,4,,,0.48227,0,0,0.160756667,9.760482667,1.647015544,6,5,0,ENST00000379162,0,ENSG00000067992,,
X,109641335,109733257,-,ENSG00000068366,ENST00000672401,ACSL4,protein_coding,4891,2,2013,,13.931736,18.711235,6.785295,13.14275533,15.39917333,85.3471485,18,1,1,ENST00000672401,1,ENSG00000068366,,
X,109641335,109685074,-,ENSG00000068366,ENST00000683559,ACSL4,retained_intron,6407,4,,,0.831103,0,0,0.277034333,15.39917333,1.799020813,18,3,0,ENST00000672401,0,ENSG00000068366,,
X,48973744,48977058,-,ENSG00000068400,ENST00000704030,GRIPAP1,retained_intron,2446,5,,,0,0,3.252086,1.084028667,5.676930333,19.09533151,107,2,0,ENST00000376423,0,ENSG00000068400,,
X,48977369,49002262,-,ENSG00000068400,ENST00000703884,GRIPAP1,protein_coding,3030,5,2115,,0.442967,0,2.192469,0.878478667,5.676930333,15.47453668,107,3,0,ENST00000376423,0,ENSG00000068400,,
X,48973718,48991110,-,ENSG00000068400,ENST00000704269,GRIPAP1,nonsense_mediated_decay,2536,5,1124,,1.121282,0,0,0.373760667,5.676930333,6.583851566,107,4,0,ENST00000376423,0,ENSG00000068400,,
2,46915869,46920222,+,ENSG00000068724,ENST00000698499,TTC7A,retained_intron,3748,4,,,1.069437,0.963606,0.403263,0.812102,8.822328333,9.205075682,22,2,0,ENST00000319190,0,ENSG00000068724,,
2,53787009,53826866,+,ENSG00000068912,ENST00000689496,ERLEC1,protein_coding,2077,4,1422,,0.854785,0,0,0.284928333,32.02723133,0.889643973,43,2,0,ENST00000185150,0,ENSG00000068912,,
12,21924914,21941319,-,ENSG00000069431,ENST00000682646,ABCC9,retained_intron,1690,4,,,0,0.126496,0,0.042165333,0.042165333,100,20,1,0,ENST00000261200,0,ENSG00000069431,,
9,108867516,108934113,-,ENSG00000070061,ENST00000675825,ELP1,protein_coding,5921,4,4041,,0,0,4.450876,1.483625333,1.483625333,100,48,1,1,ENST00000374647,0,ENSG00000070061,,
14,64746283,64879907,-,ENSG00000070182,ENST00000644917,SPTB,protein_coding,10177,2,6987,,0,0,29.016104,9.672034667,10.89274633,88.79335267,7,1,1,ENST00000644917,1,ENSG00000070182,,
8,100702909,100721645,-,ENSG00000070756,ENST00000677140,PABPC1,protein_coding,3274,4,1902,,173.014114,0,0,57.67137133,313.095007,18.41976718,40,2,0,ENST00000318607,0,ENSG00000070756,,
8,100702909,100719663,-,ENSG00000070756,ENST00000676655,PABPC1,protein_coding_CDS_not_defined,2382,4,,,6.18349,0,0,2.061163333,313.095007,0.658318813,40,4,0,ENST00000318607,0,ENSG00000070756,,
5,150219491,150289773,-,ENSG00000070808,ENST00000671881,CAMK2A,protein_coding,4837,2,1470,,0,0,3.173543,1.057847667,1.057847667,100,23,1,1,ENST00000671881,1,ENSG00000070808,,
4,10074474,10116972,-,ENSG00000071127,ENST00000699795,WDR1,nonsense_mediated_decay,2925,4,156,,0,0,0.405667,0.135222333,70.556781,0.191650372,31,3,0,ENST00000499869,0,ENSG00000071127,,
12,84859713,84913629,-,ENSG00000072041,ENST00000681721,SLC6A15,protein_coding,4821,4,2193,,0,0,7.091177,2.363725667,3.112655667,75.93919533,45,1,1,ENST00000266682,0,ENSG00000072041,,
2,219514344,219538772,+,ENSG00000072182,ENST00000693692,ASIC4,protein_coding,2727,4,2001,,0,0,0.702004,0.234001333,0.234001333,100,6,1,1,ENST00000358078,0,ENSG00000072182,,
17,19655386,19661848,+,ENSG00000072210,ENST00000671841,ALDH3A2,retained_intron,3199,2,,,0,0.229272,0,0.076424,5.082115667,1.503783169,43,5,0,ENST00000176643,0,ENSG00000072210,,
3,196049284,196066330,-,ENSG00000072274,ENST00000698277,TFRC,retained_intron,4627,4,,,0,0,0.250846,0.083615333,13.683264,0.611077396,38,4,0,ENST00000360110,0,ENSG00000072274,,
3,196049284,196082090,-,ENSG00000072274,ENST00000698285,TFRC,protein_coding,4610,4,1437,,0.23532,0,0,0.07844,13.683264,0.573255036,38,5,0,ENST00000360110,0,ENSG00000072274,,
3,196049284,196068426,-,ENSG00000072274,ENST00000698279,TFRC,retained_intron,4432,4,,,0,0,0.233155,0.077718333,13.683264,0.567980953,38,6,0,ENST00000360110,0,ENSG00000072274,,
3,196049284,196054130,-,ENSG00000072274,ENST00000698276,TFRC,retained_intron,3819,4,,,0.132028,0,0,0.044009333,13.683264,0.321628913,38,7,0,ENST00000360110,0,ENSG00000072274,,
17,17812073,17819951,-,ENSG00000072310,ENST00000662439,SREBF1,retained_intron,3696,6,,,3.552283,0,0,1.184094333,20.02066133,5.914361737,24,3,0,ENST00000261646,0,ENSG00000072310,,
14,67241537,67335798,+,ENSG00000072415,ENST00000678380,PALS1,protein_coding,5152,4,2028,,0,4.655614,0,1.551871333,3.172984667,48.90888222,13,1,1,ENST00000261681,0,ENSG00000072415,,
14,67241402,67294468,+,ENSG00000072415,ENST00000676950,PALS1,retained_intron,2693,4,,,0,0.442569,0,0.147523,3.172984667,4.649344875,13,4,0,ENST00000261681,0,ENSG00000072415,,
X,53374149,53422173,-,ENSG00000072501,ENST00000675504,SMC1A,protein_coding,9826,4,3636,,0,0.249682,0,0.083227333,5.471104,1.521216437,8,2,0,ENST00000322213,0,ENSG00000072501,,
X,53431258,53434367,-,ENSG00000072506,ENST00000684692,HSD17B10,protein_coding,1154,4,654,,0,0,0.411444,0.137148,5.752598667,2.384105131,9,2,0,ENST00000168216,0,ENSG00000072506,,
3,3129014,3148955,+,ENSG00000072756,ENST00000650839,TRNT1,nonsense_mediated_decay,2147,2,642,,0,1.350711,0,0.450237,7.278442667,6.185897459,31,5,0,ENST00000251607,0,ENSG00000072756,,
3,3126949,3148101,+,ENSG00000072756,ENST00000651093,TRNT1,nonsense_mediated_decay,1113,2,621,,0.807324,0,0,0.269108,7.278442667,3.697329392,31,6,0,ENST00000251607,0,ENSG00000072756,,
3,3126949,3153435,+,ENSG00000072756,ENST00000698408,TRNT1,nonsense_mediated_decay,2569,4,1305,,0.701871,0,0,0.233957,7.278442667,3.214382674,31,7,0,ENST00000251607,0,ENSG00000072756,,
16,15650257,15726353,+,ENSG00000072864,ENST00000674581,NDE1,protein_coding,3093,4,849,,0,0,0.85462,0.284873333,3.203474667,8.892635746,22,2,0,ENST00000396354,0,ENSG00000072864,,
19,44643872,44655567,+,ENSG00000073008,ENST00000706606,PVR,protein_coding,2165,1,1008,,0,0.549317,0,0.183105667,2.708221333,6.761104213,12,4,0,ENST00000425690,0,ENSG00000073008,,
2,169069563,169096167,+,ENSG00000073737,ENST00000674881,DHRS9,protein_coding,1574,4,960,,5.814498,0,0,1.938166,3.584548333,54.07001998,9,1,1,ENST00000674881,1,ENSG00000073737,,
1,186671791,186680922,-,ENSG00000073756,ENST00000680451,PTGS2,protein_coding,4709,4,1815,,0,0.093147,0,0.031049,0.315181667,9.851144049,6,2,0,ENST00000367468,0,ENSG00000073756,,
13,31950159,31953441,+,ENSG00000073910,ENST00000490410,FRY,retained_intron,3283,7,,,0.416179,0,6.333895,2.250024667,2.250024667,100,14,1,0,ENST00000542859,0,ENSG00000073910,,
17,46590760,46757459,+,ENSG00000073969,ENST00000706401,NSF,nonsense_mediated_decay,3878,5,255,,0,0.828924,1.629809,0.819577667,35.63884433,2.299675206,26,2,0,ENST00000398238,0,ENSG00000073969,,
17,46674441,46714302,+,ENSG00000073969,ENST00000706404,NSF,retained_intron,1305,5,,,2.408623,0,0,0.802874333,35.63884433,2.252806869,26,3,0,ENST00000398238,0,ENSG00000073969,,
1,8861000,8878690,-,ENSG00000074800,ENST00000646370,ENO1,nonsense_mediated_decay,1837,2,306,,0,0,0.662874,0.220958,226.3137773,0.097633473,16,4,0,ENST00000234590,0,ENSG00000074800,,
15,48191682,48304078,+,ENSG00000074803,ENST00000647546,SLC12A1,protein_coding,4851,2,3300,,0,0,0.407432,0.135810667,0.135810667,100,14,1,1,ENST00000380993,0,ENSG00000074803,,
11,108116689,108147594,+,ENSG00000075239,ENST00000672284,ACAT1,protein_coding,1624,2,1014,,42.031029,38.683743,0,26.904924,65.394213,41.14266808,22,2,0,ENST00000265838,0,ENSG00000075239,,
11,108121553,108147587,+,ENSG00000075239,ENST00000672580,ACAT1,nonsense_mediated_decay,1384,2,594,,0,0,0.305164,0.101721333,65.394213,0.155550971,22,5,0,ENST00000265838,0,ENSG00000075239,,
11,108121567,108147603,+,ENSG00000075239,ENST00000672367,ACAT1,protein_coding,1174,2,921,,0,0,0.089735,0.029911667,65.394213,0.045740541,22,6,0,ENST00000265838,0,ENSG00000075239,,
10,38094334,38124625,+,ENSG00000075407,ENST00000685332,ZNF37A,protein_coding,8119,4,1686,,0,0,8.095491,2.698497,3.023651667,89.24629215,7,1,1,ENST00000685332,1,ENSG00000075407,,
14,103385389,103503820,+,ENSG00000075413,ENST00000677942,MARK3,nonsense_mediated_decay,3795,4,1665,,0,1.829733,0,0.609911,12.212343,4.994217735,81,3,0,ENST00000429436,0,ENSG00000075413,,
14,103385415,103503820,+,ENSG00000075413,ENST00000678175,MARK3,protein_coding,3176,4,1968,,0,0,1.094114,0.364704667,12.212343,2.986361148,81,4,0,ENST00000429436,0,ENSG00000075413,,
7,5527142,5530601,-,ENSG00000075624,ENST00000646664,ACTB,protein_coding,1812,2,1128,,1294.877197,1316.85022,1521.670532,1377.799316,1410.798159,97.6609806,23,1,1,ENST00000646664,1,ENSG00000075624,,
7,5527142,5529949,-,ENSG00000075624,ENST00000642480,ACTB,protein_coding,2021,6,1128,,32.506947,36.424675,9.041935,25.99118567,1410.798159,1.842303628,23,2,0,ENST00000646664,0,ENSG00000075624,,
19,36100595,36105108,+,ENSG00000075702,ENST00000680211,WDR62,protein_coding,2066,4,1173,,0,0,0.474898,0.158299333,25.55982967,0.619328593,40,3,0,ENST00000401500,0,ENSG00000075702,,
3,197042927,197297853,-,ENSG00000075711,ENST00000671185,DLG1,protein_coding,4513,2,2616,,0,0,10.703696,3.567898667,3.567898667,100,71,1,1,ENST00000667157,0,ENSG00000075711,,
3,128726163,128814796,+,ENSG00000075785,ENST00000674748,RAB7A,protein_coding,2122,4,552,,0,0,3.453778,1.151259333,79.13806067,1.454747973,18,2,0,ENST00000265062,0,ENSG00000075785,,
3,128726136,128814796,+,ENSG00000075785,ENST00000675712,RAB7A,retained_intron,3182,4,,,0,1.195387,2.228499,1.141295333,79.13806067,1.442157318,18,3,0,ENST00000265062,0,ENSG00000075785,,
3,128726136,128825942,+,ENSG00000075785,ENST00000675864,RAB7A,protein_coding,2985,4,654,,0,0,0.697784,0.232594667,79.13806067,0.293909991,18,4,0,ENST00000265062,0,ENSG00000075785,,
3,12557057,12586208,+,ENSG00000075975,ENST00000677816,MKRN2,nonsense_mediated_decay,3855,4,1251,,0,0,2.346883,0.782294333,50.01811033,1.564022167,14,2,0,ENST00000170447,0,ENSG00000075975,,
3,37046754,37050843,+,ENSG00000076242,ENST00000673741,MLH1,retained_intron,1495,2,,,2.72689,4.798259,6.857664,4.794271,23.82528867,20.12261453,38,2,0,ENST00000231790,0,ENSG00000076242,,
3,36993523,37047740,+,ENSG00000076242,ENST00000673715,MLH1,protein_coding,1978,2,1902,,0,0.837111,0,0.279037,23.82528867,1.171179934,38,3,0,ENST00000231790,0,ENSG00000076242,,
12,109098172,109105501,+,ENSG00000076248,ENST00000699561,UNG,protein_coding,2819,4,822,,0,0,0.36566,0.121886667,16.22654033,0.751156218,14,4,0,ENST00000242576,0,ENSG00000076248,,
19,10333776,10334940,-,ENSG00000076662,ENST00000706691,ICAM3,protein_coding,946,3,636,,0.979587,0.668583,0.106852,0.585007333,0.726882667,80.48167334,13,1,1,ENST00000160262,0,ENSG00000076662,,
19,10333778,10334853,-,ENSG00000076662,ENST00000706693,ICAM3,nonsense_mediated_decay,855,3,198,,0,0.425626,0,0.141875333,0.726882667,19.51832666,13,2,0,ENST00000160262,0,ENSG00000076662,,
10,103088149,103277605,-,ENSG00000076685,ENST00000676449,NT5C2,protein_coding,3670,4,1686,,4.972008,0,0,1.657336,13.18523067,12.56963979,27,3,0,ENST00000404739,0,ENSG00000076685,,
3,25597978,25626986,-,ENSG00000077097,ENST00000699030,TOP2B,retained_intron,3316,4,,,1.871882,0,0,0.623960667,20.59822933,3.029195649,26,3,0,ENST00000264331,0,ENSG00000077097,,
3,25597978,25615800,-,ENSG00000077097,ENST00000699028,TOP2B,retained_intron,2073,4,,,0,0,0.820294,0.273431333,20.59822933,1.32745067,26,4,0,ENST00000264331,0,ENSG00000077097,,
3,25597978,25605048,-,ENSG00000077097,ENST00000699034,TOP2B,retained_intron,1947,4,,,0,0.247908,0,0.082636,20.59822933,0.401180114,26,5,0,ENST00000264331,0,ENSG00000077097,,
10,96518107,96586594,-,ENSG00000077147,ENST00000649367,TM9SF3,protein_coding_CDS_not_defined,6250,7,,,0,0.824305,0,0.274768333,27.515336,0.998600683,7,2,0,ENST00000371142,0,ENSG00000077147,,
10,102395693,102402523,+,ENSG00000077150,ENST00000652277,NFKB2,protein_coding,3114,2,2700,,1.4109,0,0,0.4703,1.791175333,26.25650271,20,2,0,ENST00000661543,0,ENSG00000077150,,
1,202331656,202341936,-,ENSG00000077152,ENST00000646651,UBE2T,protein_coding,878,2,594,,11.116608,13.296628,1.156903,8.523379667,8.523379667,100,12,1,1,ENST00000646651,1,ENSG00000077152,,
X,111300617,111410420,-,ENSG00000077279,ENST00000680476,DCX,protein_coding,8933,4,975,,0,0,0.113729,0.037909667,0.150005,25.2722687,13,2,0,ENST00000636035,0,ENSG00000077279,,
8,38412726,38468633,-,ENSG00000077782,ENST00000683815,FGFR1,protein_coding,4094,4,2457,,4.26208,4.90236,52.152798,20.43907933,28.98477833,70.51659702,58,1,1,ENST00000447712,0,ENSG00000077782,,
8,38412726,38468633,-,ENSG00000077782,ENST00000684654,FGFR1,protein_coding,3827,4,2190,,8.325866,12.650154,0,6.992006667,28.98477833,24.12302963,58,2,0,ENST00000447712,0,ENSG00000077782,,
2,209424047,209734112,+,ENSG00000078018,ENST00000682079,MAP2,protein_coding,9650,4,5484,,0,0,36.090317,12.03010567,12.24451,98.2489758,19,1,1,ENST00000682079,1,ENSG00000078018,,
11,76860924,76980663,+,ENSG00000078124,ENST00000679611,ACER3,retained_intron,4629,4,,,0,0,0.685936,0.228645333,0.337938,67.65895914,35,1,0,ENST00000532485,0,ENSG00000078124,,
16,7510122,7713296,+,ENSG00000078328,ENST00000683326,RBFOX1,protein_coding,3962,4,1131,,0,0.262801,0,0.087600333,0.087600333,100,40,1,1,ENST00000550418,0,ENSG00000078328,,
7,100400853,100428703,-,ENSG00000078487,ENST00000684423,ZCWPW1,protein_coding,2364,4,1950,,14.607366,17.318052,0,10.641806,13.489842,78.88755109,9,1,1,ENST00000684423,1,ENSG00000078487,,
18,596988,650182,+,ENSG00000079101,ENST00000692774,CLUL1,protein_coding,1959,4,1401,,0.903064,0.471661,0.784841,0.719855333,0.719855333,100,13,1,1,ENST00000692774,1,ENSG00000079101,,
5,36671029,36679860,+,ENSG00000079215,ENST00000681701,SLC1A3,nonsense_mediated_decay,732,4,278,,0,0,17.099195,5.699731667,138.1943477,4.124431833,60,2,0,ENST00000265113,0,ENSG00000079215,,
5,36606596,36631401,+,ENSG00000079215,ENST00000681775,SLC1A3,retained_intron,2368,4,,,0,0.164539,4.400667,1.521735333,138.1943477,1.101155987,60,3,0,ENST00000265113,0,ENSG00000079215,,
5,36667717,36688330,+,ENSG00000079215,ENST00000624112,SLC1A3,retained_intron,6683,1,,,0,0,1.348884,0.449628,138.1943477,0.325359183,60,4,0,ENST00000265113,0,ENSG00000079215,,
1,46557403,46604294,-,ENSG00000079277,ENST00000650026,MKNK1,protein_coding,2600,2,1044,,1.998322,0,0,0.666107333,0.666107333,100,31,1,1,ENST00000371945,0,ENSG00000079277,,
2,217799781,218002995,-,ENSG00000079308,ENST00000682258,TNS1,protein_coding,10311,4,5520,,0,8.498261,0,2.832753667,2.832753667,100,24,1,1,ENST00000682258,1,ENSG00000079308,,
19,1815970,1822044,-,ENSG00000079313,ENST00000643515,REXO1,protein_coding,1894,8,1593,,21.395931,22.617899,0,14.67127667,26.63635133,55.07990371,8,1,1,ENST00000170168,0,ENSG00000079313,,
1,100351698,100499460,+,ENSG00000079335,ENST00000644676,CDC14A,protein_coding,2015,4,1875,,5.256126,6.942804,0,4.06631,8.445855667,48.14562503,14,1,1,ENST00000336454,0,ENSG00000079335,,
1,100345001,100499460,+,ENSG00000079335,ENST00000644844,CDC14A,nonsense_mediated_decay,2163,2,1002,,0.973252,0,0,0.324417333,8.445855667,3.841142285,14,4,0,ENST00000336454,0,ENSG00000079335,,
1,100352502,100391060,+,ENSG00000079335,ENST00000646583,CDC14A,retained_intron,991,2,,,0,0,0.157846,0.052615333,8.445855667,0.622972206,14,5,0,ENST00000336454,0,ENSG00000079335,,
19,42269252,42295796,+,ENSG00000079432,ENST00000681038,CIC,protein_coding,8299,4,7554,,0,0,7.629981,2.543327,4.149904667,61.28639582,10,1,1,ENST00000681038,1,ENSG00000079432,,
X,68208115,68433840,-,ENSG00000079482,ENST00000680503,OPHN1,retained_intron,5372,4,,,0,0,1.615152,0.538384,1.494130333,36.03326885,21,1,0,ENST00000355520,0,ENSG00000079482,,
X,68380493,68383624,-,ENSG00000079482,ENST00000679394,OPHN1,retained_intron,3475,4,,,0,0.543071,0.579395,0.374155333,1.494130333,25.04167976,21,2,0,ENST00000355520,0,ENSG00000079482,,
X,68380493,68383624,-,ENSG00000079482,ENST00000679394,OPHN1,retained_intron,3475,4,,,0,0.543071,0.579395,0.374155333,1.494130333,25.04167976,21,2,0,ENST00000355520,0,ENSG00000079482,,
16,29790710,29805384,+,ENSG00000079616,ENST00000691169,KIF22,retained_intron,2853,4,,,0,0,1.828057,0.609352333,30.383281,2.005551452,33,2,0,ENST00000160827,0,ENSG00000079616,,
16,29790740,29805384,+,ENSG00000079616,ENST00000689107,KIF22,protein_coding,2015,4,1938,,0.567573,0,0,0.189191,30.383281,0.62268127,33,4,0,ENST00000160827,0,ENSG00000079616,,
2,15591846,15631101,+,ENSG00000079785,ENST00000676916,DDX1,protein_coding,2504,4,2205,,0,56.227924,0,18.74264133,45.34624,41.33229422,24,2,0,ENST00000233084,0,ENSG00000079785,,
2,15591852,15631101,+,ENSG00000079785,ENST00000677437,DDX1,nonsense_mediated_decay,2423,4,960,,1.468898,0,0.636387,0.701761667,45.34624,1.547563076,24,3,0,ENST00000233084,0,ENSG00000079785,,
19,10718055,10794734,+,ENSG00000079805,ENST00000682524,DNM2,retained_intron,2195,4,,,1.328385,1.585186,0.589972,1.167847667,2.292338333,50.94569373,27,1,0,ENST00000389253,0,ENSG00000079805,,
22,50767506,50783636,-,ENSG00000079974,ENST00000691320,RABL2B,protein_coding,2149,4,690,,4.863398,6.284831,0,3.716076333,5.404845,68.75454029,18,1,1,ENST00000691320,1,ENSG00000079974,,
5,114362070,114496496,+,ENSG00000080709,ENST00000673685,KCNN2,protein_coding,2760,2,2376,,0.888834,1.588949,8.307193,3.594992,3.594992,100,9,1,1,ENST00000673685,1,ENSG00000080709,,
14,73136451,73193000,+,ENSG00000080815,ENST00000700388,PSEN1,retained_intron,1152,4,,,0,0.230557,0,0.076852333,24.195821,0.317626475,88,4,0,ENST00000324501,0,ENSG00000080815,,
3,98579442,98593611,-,ENSG00000080819,ENST00000647941,CPOX,protein_coding,2709,2,1365,,4.018465,4.591171,12.86699,7.158875333,7.158875333,100,4,1,1,ENST00000647941,1,ENSG00000080819,,
14,69191498,69244018,+,ENSG00000081177,ENST00000685843,EXD2,protein_coding,5009,4,1866,,0,0,6.862702,2.287567333,4.600926333,49.71971224,14,1,1,ENST00000685843,1,ENSG00000081177,,
1,67307873,67398724,+,ENSG00000081985,ENST00000674203,IL12RB2,protein_coding,5443,4,2589,,0,0.305791,0,0.101930333,0.101930333,100,18,1,1,ENST00000674203,1,ENSG00000081985,,
5,39139233,39139905,-,ENSG00000082074,ENST00000644817,FYB1,retained_intron,2627,2,,,0,0,0.207647,0.069215667,0.138431333,50,15,1,0,ENST00000512982,0,ENSG00000082074,,
5,39139233,39139905,-,ENSG00000082074,ENST00000644817,FYB1,retained_intron,2627,2,,,0,0,0.207647,0.069215667,0.138431333,50,15,1,0,ENST00000512982,0,ENSG00000082074,,
8,53225724,53251637,-,ENSG00000082556,ENST00000673285,OPRK1,protein_coding,4954,2,1230,,0,0,0.822687,0.274229,0.274229,100,5,1,1,ENST00000265572,0,ENSG00000082556,,
3,120000959,120093891,-,ENSG00000082701,ENST00000677530,GSK3B,retained_intron,1826,4,,,1.95959,0,3.332293,1.763961,12.81434867,13.76551431,69,2,0,ENST00000264235,0,ENSG00000082701,,
3,119826677,119962832,-,ENSG00000082701,ENST00000676566,GSK3B,protein_coding_CDS_not_defined,1200,4,,,1.83334,0.819953,0,0.884431,12.81434867,6.901880252,69,3,0,ENST00000264235,0,ENSG00000082701,,
3,119826677,119973258,-,ENSG00000082701,ENST00000677502,GSK3B,protein_coding_CDS_not_defined,1157,4,,,0.637385,0,0,0.212461667,12.81434867,1.657998172,69,4,0,ENST00000264235,0,ENSG00000082701,,
3,119826677,120093891,-,ENSG00000082701,ENST00000650344,GSK3B,protein_coding,1731,2,1164,,0,0.507486,0,0.169162,12.81434867,1.320098309,69,5,0,ENST00000264235,0,ENSG00000082701,,
2,61477934,61485529,-,ENSG00000082898,ENST00000678640,XPO1,retained_intron,2998,4,,,5.257578,7.239089,0,4.165555667,4.165555667,100,55,1,0,ENST00000401558,0,ENSG00000082898,,
8,41933188,42051987,-,ENSG00000083168,ENST00000648335,KAT6A,protein_coding,5532,3,5032,,1.337483,0,4.554332,1.963938333,3.702210333,53.04772437,17,1,1,ENST00000265713,0,ENSG00000083168,,
3,87227309,87255486,+,ENSG00000083937,ENST00000676705,CHMP2B,protein_coding,2644,4,690,,0,0,2.854817,0.951605667,3.857977,24.66592379,10,2,0,ENST00000263780,0,ENSG00000083937,,
